Order_ID,Units_Sold,MRP,Discount_Applied,Revenue,Profit,Region_Delhi,Region_Hyd,Region_Hyderabad,Region_Kolkata,Region_Mumbai,Region_Pune,Region_bengaluru,Region_hyderbad,Product_Line_Lifestyle,Product_Line_Running,Product_Line_Soccer,Product_Line_Training,Gender_Category_Men,Gender_Category_Women,Sales_Channel_Retail,Profit_Margin
2586,,,0.99,0.0,1146.73,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,inf
2587,4.0,,0.37,0.0,-480.01,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,-inf
2588,,,,0.0,2861.32,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,inf
2589,3.0,,,0.0,1429.18,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,inf
2590,,,,0.0,1766.46,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,inf
2591,,,,0.0,1261.67,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,inf
2592,,,,0.0,-907.48,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,-inf
2593,,8747.18,,0.0,2505.6,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,inf
2594,3.0,7944.34,0.67,7864.9,1534.91,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,19.515950616028178
2595,0.0,,,0.0,420.27,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,inf
2030,-1.0,,0.7,0.0,-1193.55,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,-inf
2597,3.0,3348.83,,0.0,-540.08,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-inf
2598,,9488.84,,0.0,3505.24,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,inf
2599,4.0,,,0.0,-562.31,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,-inf
2600,3.0,,,0.0,803.62,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,inf
2601,1.0,,,0.0,3739.4,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,inf
2602,2.0,3518.53,,0.0,3494.88,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,inf
2603,0.0,,,0.0,-144.08,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,-inf
2047,4.0,6136.45,,0.0,2790.51,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,inf
2605,-1.0,7206.45,,0.0,-228.84,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,-inf
2606,,4040.65,,0.0,805.92,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,inf
2607,,,,0.0,3522.02,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,inf
2608,2.0,,,0.0,354.67,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,inf
2609,,9649.28,,0.0,2712.88,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,inf
2610,,8359.07,,0.0,167.72,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,inf
2033,4.0,,,0.0,2310.9,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,inf
2612,0.0,,,0.0,507.1,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,inf
2613,3.0,4374.83,0.27,9580.88,1473.37,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,15.378232479688714
2614,,2265.0,,0.0,2095.44,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,inf
2615,3.0,3042.37,0.12,8031.86,2105.48,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,26.21410233744114
2616,,,0.2,0.0,2788.41,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,inf
2617,0.0,,,0.0,2772.05,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,inf
2618,,,,0.0,3718.11,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,inf
2619,4.0,,0.65,0.0,-300.28,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,-inf
2620,0.0,,,0.0,3874.67,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,inf
2621,3.0,6466.57,0.59,7953.88,-1152.86,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-14.494309695393945
2622,,8073.58,,0.0,-82.31,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,-inf
2623,,4658.42,,0.0,1622.42,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,inf
2624,0.0,,,0.0,2085.94,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,inf
2625,-1.0,6815.44,,0.0,3874.57,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,inf
2626,,5550.99,,0.0,-757.9,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,-inf
2627,,,,0.0,282.13,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,inf
2628,4.0,,0.44,0.0,-348.88,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-inf
2629,,,,0.0,1198.75,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,inf
2630,2.0,5846.21,1.02,233.85,3880.6,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1659.4398118451998
2631,,,,0.0,2848.46,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,inf
2632,-1.0,7504.2,0.99,75.04,2413.42,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,3216.1780383795312
2633,0.0,,0.71,0.0,3634.35,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,inf
2634,,5815.75,,0.0,3190.46,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,inf
2635,,3934.22,,0.0,430.63,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,inf
2636,,,,0.0,3269.14,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,inf
2637,,,,0.0,3847.48,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,inf
2638,1.0,5028.99,,0.0,654.11,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,inf
2639,,2597.93,,0.0,374.95,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,inf
2640,2.0,7900.02,,0.0,861.92,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,inf
2641,,2890.77,,0.0,1709.06,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,inf
2642,,,,0.0,-785.16,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,-inf
2643,,,,0.0,2715.31,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,inf
2644,1.0,2640.04,,0.0,1466.96,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,inf
2022,3.0,,,0.0,689.62,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,inf
2646,1.0,,0.89,0.0,2676.52,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,inf
2647,4.0,,,0.0,747.29,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,inf
2648,,3477.49,0.54,0.0,3487.39,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,inf
2649,,6798.48,1.18,0.0,2297.4,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,inf
2650,,,,0.0,3703.68,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,inf
2651,1.0,,,0.0,-819.33,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-inf
2652,2.0,,1.08,0.0,-240.8,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-inf
2653,,6178.85,1.04,0.0,2550.88,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,inf
2654,,,,0.0,2933.02,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,inf
2655,,4993.94,,0.0,2420.85,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,inf
2656,1.0,5246.43,,0.0,1891.48,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,inf
2657,4.0,,,0.0,494.45,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,inf
2658,1.0,,,0.0,155.53,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,inf
2659,,9945.56,1.01,0.0,-1116.54,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-inf
2660,,,,0.0,2519.25,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,inf
2661,,2006.63,,0.0,3171.69,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,inf
2662,0.0,,,0.0,2104.46,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,inf
2663,2.0,,0.43,0.0,3174.81,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,inf
2664,2.0,9103.08,,0.0,1726.8,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,inf
2665,,6140.7,,0.0,506.87,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,inf
2666,,3700.75,,0.0,-963.73,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,-inf
2667,3.0,9367.66,,0.0,-623.95,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-inf
2668,,,0.45,0.0,3138.32,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,inf
2669,,,0.51,0.0,1737.23,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,inf
2027,4.0,7204.01,,0.0,3951.42,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,inf
2671,,9264.49,,0.0,491.18,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,inf
2672,2.0,,,0.0,67.58,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,inf
2673,,6891.25,0.63,0.0,-742.85,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,-inf
2674,-1.0,4784.45,,0.0,3357.12,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,inf
2675,3.0,,,0.0,2731.71,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,inf
2676,,,,0.0,3932.36,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,inf
2677,2.0,5618.62,,0.0,1745.96,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,inf
2678,0.0,4240.24,1.21,0.0,3483.11,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,inf
2679,,2758.08,0.04,0.0,2447.58,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,inf
2680,,,,0.0,1044.98,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,inf
2681,,5996.09,,0.0,3597.08,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,inf
2682,4.0,,0.41,0.0,3614.76,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,inf
2683,1.0,,,0.0,1119.71,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,inf
2684,0.0,,0.73,0.0,1556.61,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,inf
2685,4.0,,,0.0,1377.72,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,inf
2686,,9585.39,1.03,0.0,761.26,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,inf
2687,-1.0,2381.94,,0.0,1457.93,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,inf
2031,,,,0.0,3119.37,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,inf
2689,,5260.17,,0.0,1402.81,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,inf
2690,,,,0.0,1125.71,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,inf
2042,,,0.8,0.0,-151.26,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,-inf
2692,,,0.47,0.0,2528.27,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,inf
2693,,,,0.0,262.12,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,inf
2694,,,,0.0,-249.45,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,-inf
2695,-1.0,,,0.0,3234.28,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,inf
2696,,,1.0,0.0,66.43,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,inf
2697,-1.0,,0.09,0.0,681.86,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,inf
2698,,,0.02,0.0,1680.5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,inf
2699,0.0,,,0.0,1052.65,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,inf
2700,0.0,,0.48,0.0,1423.83,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,inf
2701,,,,0.0,2007.01,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,inf
2702,0.0,,,0.0,687.32,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,inf
2703,,5214.32,,0.0,-637.13,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-inf
2704,,5094.43,,0.0,1765.36,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,inf
2705,,,,0.0,-37.88,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,-inf
2706,0.0,,,0.0,3153.1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,inf
2707,,2996.2,0.49,0.0,2913.41,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,inf
2708,,4523.72,,0.0,-237.9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-inf
2709,1.0,6302.98,0.48,3277.55,2835.93,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,86.52591112263732
2710,2.0,4669.75,,0.0,-987.12,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,-inf
2711,2.0,,,0.0,756.18,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,inf
2712,,,,0.0,3024.11,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,inf
2713,1.0,7877.36,0.55,3544.81,3663.49,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,103.3479932633907
2026,,2491.06,,0.0,1660.44,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,inf
2715,0.0,,1.07,0.0,-1164.37,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-inf
2716,0.0,4830.96,,0.0,1344.73,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,inf
2717,0.0,9473.09,,0.0,3055.36,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,inf
2718,,8485.23,,0.0,637.62,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,inf
2719,,4819.76,,0.0,2066.12,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,inf
2720,,,,0.0,2548.78,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,inf
2721,0.0,,,0.0,1275.23,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,inf
2722,0.0,,0.09,0.0,818.65,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,inf
2723,,3403.54,,0.0,221.41,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,inf
2724,,8007.22,,0.0,1190.2,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,inf
2012,,2174.89,,0.0,-406.38,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,-inf
2726,,,0.48,0.0,1392.27,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,inf
2727,,6154.32,0.94,0.0,2004.4,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,inf
2018,,,,0.0,-701.28,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,-inf
2729,,6383.55,,0.0,2079.06,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,inf
2730,1.0,,,0.0,2140.93,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,inf
2731,3.0,,,0.0,3961.27,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,inf
2732,0.0,3402.8,,0.0,1045.5,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,inf
2733,,6743.38,,0.0,1908.63,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,inf
2734,-1.0,,,0.0,1229.08,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,inf
2735,,,,0.0,928.63,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,inf
2736,,,0.49,0.0,3042.49,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,inf
2737,,,,0.0,144.37,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,inf
2738,3.0,,0.39,0.0,-712.53,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,-inf
2739,2.0,,0.26,0.0,2350.69,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,inf
2740,1.0,4922.19,,0.0,3820.48,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,inf
2741,,5241.9,,0.0,-295.49,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,-inf
2742,,7063.25,,0.0,3746.48,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,inf
2003,4.0,7850.87,1.02,628.07,992.14,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,157.96646870571752
2744,1.0,7951.27,,0.0,-154.17,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,-inf
2745,-1.0,,0.94,0.0,501.65,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,inf
2746,-1.0,9795.69,,0.0,1044.46,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,inf
2747,4.0,2483.97,,0.0,-609.36,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,-inf
2748,,,0.05,0.0,1010.96,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,inf
2028,,5474.79,,0.0,-682.62,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-inf
2750,,,,0.0,2924.09,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,inf
2751,,4776.83,,0.0,2857.99,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,inf
2752,0.0,,,0.0,341.26,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,inf
2753,,,,0.0,-364.23,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,-inf
2754,1.0,,,0.0,3565.12,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,inf
2755,3.0,8574.0,,0.0,161.95,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,inf
2756,,8510.85,1.11,0.0,1491.91,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,inf
2757,0.0,3101.14,,0.0,-271.85,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,-inf
2758,,,,0.0,3986.03,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,inf
2759,,,,0.0,1822.72,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,inf
2760,,,,0.0,1496.19,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,inf
2761,4.0,,,0.0,2588.03,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,inf
2762,2.0,,,0.0,-355.55,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,-inf
2763,4.0,3328.58,,0.0,-763.34,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,-inf
2764,,7776.94,,0.0,-532.24,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,-inf
2765,,6370.84,,0.0,1609.7,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,inf
2766,-1.0,2609.07,,0.0,-265.27,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,-inf
2767,,6887.39,,0.0,1562.76,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,inf
2768,,,,0.0,3525.96,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,inf
2050,,8335.48,0.57,0.0,832.37,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,inf
2770,,,0.7,0.0,-1095.12,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,-inf
2771,,5222.92,,0.0,1804.67,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,inf
2772,,,,0.0,2332.29,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,inf
2773,1.0,5045.62,1.21,1059.58,1191.02,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,112.40491515506143
2774,,,,0.0,585.97,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,inf
2775,,,0.73,0.0,2329.33,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,inf
2776,,,,0.0,1143.68,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,inf
2777,,9062.25,,0.0,-9.69,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,-inf
2778,0.0,4462.26,,0.0,1006.73,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,inf
2779,,,0.09,0.0,-187.36,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-inf
2780,1.0,4308.75,0.32,2929.95,799.35,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,27.28203552961655
2781,1.0,6546.59,0.68,2094.91,1504.31,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,71.80785809414247
2782,,8292.37,,0.0,-816.55,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,-inf
2783,,,0.36,0.0,134.95,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,inf
2784,,,,0.0,2982.03,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,inf
2785,2.0,,,0.0,-834.71,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,-inf
2786,,,0.59,0.0,3872.35,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,inf
2787,3.0,3440.88,,0.0,22.93,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,inf
2788,,7478.84,,0.0,-18.4,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,-inf
2789,,,,0.0,1756.75,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,inf
2790,,,,0.0,2554.82,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,inf
2791,,,,0.0,1194.43,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,inf
2792,-1.0,4338.16,,0.0,-328.05,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-inf
2793,0.0,,,0.0,922.24,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,inf
2794,,,1.22,0.0,3833.78,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,inf
2795,0.0,,,0.0,-615.37,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,-inf
2796,-1.0,2849.49,,0.0,2597.58,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,inf
2797,,2162.29,,0.0,3158.47,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,inf
2798,,8546.98,,0.0,430.88,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,inf
2799,3.0,2359.47,0.54,3256.07,3165.65,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,97.22303267435896
2800,0.0,8737.08,0.9,0.0,1737.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,inf
2801,2.0,,,0.0,2966.12,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,inf
2802,3.0,,,0.0,-231.73,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,-inf
2803,0.0,,,0.0,83.11,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,inf
2804,-1.0,,,0.0,2270.96,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,inf
2805,-1.0,,0.82,0.0,2037.76,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,inf
2806,3.0,4466.78,,0.0,2407.08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,inf
2807,2.0,,,0.0,875.36,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,inf
2808,0.0,7810.49,,0.0,-65.85,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,-inf
2809,0.0,3260.38,0.08,0.0,-554.84,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,-inf
2810,2.0,2943.44,0.53,2766.83,405.67,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,14.661905501964343
2811,3.0,9153.02,,0.0,-77.61,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,-inf
2812,2.0,9507.39,0.01,18824.63,2570.01,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,13.652379887413456
2813,4.0,7450.8,,0.0,2098.29,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,inf
2814,0.0,,,0.0,1702.06,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,inf
2815,0.0,,1.16,0.0,3281.98,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,inf
2816,3.0,5983.35,,0.0,916.13,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,inf
2032,2.0,,0.96,0.0,-596.41,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,-inf
2818,-1.0,,,0.0,-797.91,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,-inf
2819,,7645.41,,0.0,593.62,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,inf
2820,4.0,8659.15,,0.0,2078.39,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,inf
2821,0.0,3360.35,,0.0,2991.25,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,inf
2822,,8314.34,,0.0,-1145.98,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,-inf
2823,1.0,,,0.0,-1125.91,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,-inf
2824,4.0,5123.35,,0.0,1620.37,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,inf
2825,,,,0.0,2322.87,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,inf
2826,2.0,,0.01,0.0,262.81,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,inf
2827,0.0,4278.28,1.17,0.0,860.32,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,inf
2828,,2095.0,,0.0,-831.4,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,-inf
2829,,,,0.0,2539.92,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,inf
2830,-1.0,8572.48,0.88,1028.7,1221.09,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,118.70224555263924
2831,4.0,,,0.0,3134.87,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,inf
2832,0.0,,0.15,0.0,752.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,inf
2833,4.0,2224.9,,0.0,-16.04,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,-inf
2834,-1.0,9544.08,,0.0,575.58,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,inf
2835,,9240.64,0.63,0.0,1873.76,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,inf
2836,0.0,9098.9,0.75,0.0,2729.87,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,inf
2837,,8889.68,,0.0,2191.17,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,inf
2838,4.0,8605.73,,0.0,-990.99,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,-inf
2839,,,,0.0,2992.52,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,inf
2050,-1.0,,,0.0,3407.87,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,inf
2841,1.0,4166.94,,0.0,2865.93,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,inf
2842,-1.0,,,0.0,-1193.98,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-inf
2843,,,,0.0,3574.05,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,inf
2844,2.0,6495.53,0.23,10003.12,-951.85,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,-9.515531154279865
2845,,,,0.0,40.98,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,inf
2846,,2932.99,,0.0,-543.26,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-inf
