ID Cliente,País,Quantidade,Valor,Lucro
14096.0,United Kingdom,710,290099.0,289389.0
14798.0,United Kingdom,76,7568.0,7492.0
13975.0,United Kingdom,552,74122.0,73570.0
,United Kingdom,40,0.0,-40.0
12783.0,Portugal,-1,-28302.0,-28301.0
13727.0,United Kingdom,120,22308.0,22188.0
14680.0,United Kingdom,555,97625.0,97070.0
16356.0,United Kingdom,1,21.0,20.0
,United Kingdom,-24,0.0,24.0
17940.0,United Kingdom,-1,-750.0,-749.0
13576.0,United Kingdom,111,34989.0,34878.0
12547.0,Spain,109,1594.0,1485.0
,United Kingdom,68,4688.0,4620.0
13576.0,United Kingdom,108,33204.0,33096.0
12748.0,United Kingdom,493,28794.0,28301.0
17673.0,United Kingdom,93,11247.0,11154.0
14572.0,United Kingdom,248,40076.0,39828.0
17068.0,United Kingdom,83,18585.0,18502.0
15039.0,United Kingdom,299,65935.0,65636.0
15628.0,United Kingdom,245,30843.0,30598.0
13882.0,United Kingdom,152,26524.0,26372.0
13812.0,Germany,67,13988.0,13921.0
16714.0,United Kingdom,-2,-2500.0,-2498.0
16843.0,United Kingdom,1704,102444.0,100740.0
12569.0,Germany,19,6774.0,6755.0
14221.0,United Kingdom,467,47188.0,46721.0
14408.0,United Kingdom,162,30822.0,30660.0
14416.0,United Kingdom,262,3610.0,3348.0
13305.0,United Kingdom,141,31645.0,31504.0
15608.0,United Kingdom,24,2496.0,2472.0
18173.0,United Kingdom,664,85348.0,84684.0
17725.0,United Kingdom,221,30869.0,30648.0
15290.0,United Kingdom,217,36219.0,36002.0
12755.0,Japan,3,1755.0,1752.0
14178.0,United Kingdom,114,18047.0,17933.0
15632.0,United Kingdom,205,30635.0,30430.0
15756.0,United Kingdom,75,16812.0,16737.0
14968.0,United Kingdom,127,14759.0,14632.0
17659.0,United Kingdom,-3,-1411.0,-1408.0
16525.0,United Kingdom,598,45242.0,44644.0
17768.0,United Kingdom,379,86185.0,85806.0
,United Kingdom,-24,0.0,24.0
,United Kingdom,451,171565.0,171114.0
15810.0,United Kingdom,-5,-535.0,-530.0
,United Kingdom,9,0.0,-9.0
17848.0,United Kingdom,22,973.0,951.0
13561.0,United Kingdom,83,14186.0,14103.0
,Israel,30,1100.0,1070.0
14895.0,United Kingdom,520,96578.0,96058.0
12748.0,United Kingdom,192,38187.0,37995.0
17714.0,United Kingdom,92,1530.0,1438.0
15365.0,United Kingdom,325,76515.0,76190.0
12524.0,Germany,470,40088.0,39618.0
13611.0,United Kingdom,183,30315.0,30132.0
,United Kingdom,36,36526.0,36490.0
17083.0,United Kingdom,210,40976.0,40766.0
12756.0,Japan,144,11208.0,11064.0
,United Kingdom,1,0.0,-1.0
18123.0,United Kingdom,392,32348.0,31956.0
17892.0,United Kingdom,36,918.0,882.0
17841.0,United Kingdom,204,4636.0,4432.0
,United Kingdom,758,555766.0,555008.0
14911.0,EIRE,-21,-549.0,-528.0
12779.0,Poland,-9,-1439.0,-1430.0
12989.0,United Kingdom,-24,-612.0,-588.0
12956.0,United Kingdom,34,10807.0,10773.0
17651.0,United Kingdom,243,33301.0,33058.0
16321.0,Australia,21,6795.0,6774.0
17669.0,United Kingdom,300,45372.0,45072.0
14449.0,United Kingdom,311,3134.0,2823.0
14140.0,United Kingdom,517,54099.0,53582.0
16353.0,United Kingdom,204,5058.0,4854.0
14756.0,United Kingdom,416,73896.0,73480.0
15864.0,United Kingdom,-4,-139.0,-135.0
13860.0,United Kingdom,80,18464.0,18384.0
17841.0,United Kingdom,119,24661.0,24542.0
14113.0,United Kingdom,231,4719.0,4488.0
16161.0,United Kingdom,-3,-3265.0,-3262.0
14976.0,United Kingdom,46,11557.0,11511.0
15271.0,United Kingdom,-5,-2125.0,-2120.0
16442.0,United Kingdom,291,28537.0,28246.0
14911.0,EIRE,192,25431.0,25239.0
15303.0,United Kingdom,248,57402.0,57154.0
16066.0,United Kingdom,356,36459.0,36103.0
15802.0,United Kingdom,-1,-45142.0,-45141.0
14713.0,United Kingdom,196,29242.0,29046.0
17381.0,United Kingdom,320,5280.0,4960.0
12500.0,Germany,193,24984.0,24791.0
14415.0,United Kingdom,188,3871.0,3683.0
15856.0,United Kingdom,109,26499.0,26390.0
17451.0,United Kingdom,48,1872.0,1824.0
,United Kingdom,108,72346.0,72238.0
14931.0,Channel Islands,60,1984.0,1924.0
17700.0,United Kingdom,326,55626.0,55300.0
17675.0,United Kingdom,334,76432.0,76098.0
14096.0,United Kingdom,-1,-44756.0,-44755.0
17949.0,United Kingdom,504,53424.0,52920.0
16882.0,United Kingdom,2,99.0,97.0
17611.0,United Kingdom,367,49748.0,49381.0
,United Kingdom,462,170422.0,169960.0
12471.0,Germany,260,59032.0,58772.0
14740.0,United Kingdom,251,55571.0,55320.0
14880.0,United Kingdom,179,23407.0,23228.0
12621.0,Germany,484,9600.0,9116.0
12431.0,Australia,28,898.0,870.0
12936.0,United Kingdom,53,7948.0,7895.0
12670.0,France,278,63305.0,63027.0
15000.0,United Kingdom,218,49052.0,48834.0
14625.0,United Kingdom,-3,-3765.0,-3762.0
16377.0,United Kingdom,1500,6762.0,5262.0
12748.0,United Kingdom,3,1275.0,1272.0
12957.0,United Kingdom,674,9689.0,9015.0
17306.0,United Kingdom,1024,6968.0,5944.0
14360.0,United Kingdom,745,113469.0,112724.0
16210.0,United Kingdom,264,8436.0,8172.0
15311.0,United Kingdom,505,75093.0,74588.0
14483.0,United Kingdom,97,1371.0,1274.0
13536.0,United Kingdom,319,45517.0,45198.0
14646.0,Netherlands,576,0.0,-576.0
15135.0,United Kingdom,43,13905.0,13862.0
15810.0,United Kingdom,280,4768.0,4488.0
17410.0,United Kingdom,49,11715.0,11666.0
15290.0,United Kingdom,149,29873.0,29724.0
12749.0,United Kingdom,262,8591.0,8329.0
14129.0,United Kingdom,178,31578.0,31400.0
12476.0,Germany,-2,-51.0,-49.0
13854.0,United Kingdom,60,31004.0,30944.0
15369.0,United Kingdom,-1,-159249.0,-159248.0
15044.0,United Kingdom,311,83595.0,83284.0
15975.0,United Kingdom,243,37101.0,36858.0
15270.0,United Kingdom,-44,-3989.0,-3945.0
17811.0,United Kingdom,-12,-654.0,-642.0
13408.0,United Kingdom,472,63136.0,62664.0
13001.0,United Kingdom,338,59102.0,58764.0
17091.0,United Kingdom,240,5947.0,5707.0
15203.0,United Kingdom,426,30198.0,29772.0
16942.0,United Kingdom,103,19189.0,19086.0
14290.0,United Kingdom,78,29354.0,29276.0
14755.0,United Kingdom,134,50602.0,50468.0
17940.0,United Kingdom,300,750.0,450.0
16033.0,United Kingdom,267,62641.0,62374.0
13831.0,United Kingdom,122,3574.0,3452.0
,United Kingdom,1,295.0,294.0
16558.0,United Kingdom,307,41614.0,41307.0
16744.0,United Kingdom,98,16182.0,16084.0
,United Kingdom,-2,0.0,2.0
16626.0,United Kingdom,-8,-132.0,-124.0
15882.0,United Kingdom,48,1008.0,960.0
12517.0,Germany,210,4172.0,3962.0
17389.0,United Kingdom,42,525.0,483.0
16814.0,United Kingdom,187,60039.0,59852.0
16719.0,United Kingdom,146,43073.0,42927.0
15311.0,United Kingdom,213,42381.0,42168.0
,United Kingdom,-30,0.0,30.0
12955.0,United Kingdom,424,49644.0,49220.0
17841.0,United Kingdom,-1,-255.0,-254.0
16550.0,United Kingdom,257,55466.0,55209.0
12500.0,Germany,243,34494.0,34251.0
15078.0,United Kingdom,144,3276.0,3132.0
17649.0,United Kingdom,-1,-675.0,-674.0
17119.0,United Kingdom,306,54725.0,54419.0
16458.0,United Kingdom,112,19502.0,19390.0
,United Kingdom,1,0.0,-1.0
,United Kingdom,-30,0.0,30.0
18095.0,United Kingdom,194,2053.0,1859.0
15769.0,United Kingdom,848,17428.0,16580.0
12993.0,United Kingdom,64,1029.0,965.0
14522.0,United Kingdom,96,14304.0,14208.0
,United Kingdom,-2,-68491.0,-68489.0
13878.0,United Kingdom,475,128153.0,127678.0
13999.0,United Kingdom,142,30844.0,30702.0
15078.0,United Kingdom,-1,-1275.0,-1274.0
14404.0,United Kingdom,164,30924.0,30760.0
17735.0,United Kingdom,538,9540.0,9002.0
16839.0,United Kingdom,80,3492.0,3412.0
14550.0,United Kingdom,207,34079.0,33872.0
13798.0,United Kingdom,196,3278.0,3082.0
14350.0,United Kingdom,183,28293.0,28110.0
16875.0,United Kingdom,581,95733.0,95152.0
13488.0,United Kingdom,259,71395.0,71136.0
16361.0,United Kingdom,206,33494.0,33288.0
14911.0,EIRE,187,37085.0,36898.0
17334.0,United Kingdom,290,29652.0,29362.0
16839.0,United Kingdom,438,98794.0,98356.0
,United Kingdom,1,0.0,-1.0
14852.0,United Kingdom,368,4904.0,4536.0
15298.0,United Kingdom,168,36536.0,36368.0
15478.0,United Kingdom,288,82683.0,82395.0
16706.0,United Kingdom,165,29153.0,28988.0
17061.0,United Kingdom,66,3827.0,3761.0
16081.0,United Kingdom,241,41053.0,40812.0
12473.0,Germany,557,67219.0,66662.0
12748.0,United Kingdom,149,29392.0,29243.0
,United Kingdom,332,13361.0,13029.0
16930.0,United Kingdom,185,19531.0,19346.0
17138.0,United Kingdom,126,3805.0,3679.0
13098.0,United Kingdom,1015,197406.0,196391.0
18172.0,United Kingdom,-2,-583.0,-581.0
16979.0,United Kingdom,58,23174.0,23116.0
12520.0,Germany,128,24654.0,24526.0
,United Kingdom,-70,0.0,70.0
14911.0,EIRE,195,52428.0,52233.0
,United Kingdom,1074,483942.0,482868.0
16633.0,United Kingdom,261,64794.0,64533.0
,United Kingdom,3,255.0,252.0
,United Kingdom,1,0.0,-1.0
12535.0,France,104,3449.0,3345.0
16871.0,United Kingdom,36,3504.0,3468.0
13027.0,United Kingdom,3840,15360.0,11520.0
17695.0,United Kingdom,358,3536.0,3178.0
14248.0,United Kingdom,102,30258.0,30156.0
16682.0,United Kingdom,170,11086.0,10916.0
17017.0,United Kingdom,287,36836.0,36549.0
17930.0,United Kingdom,172,3906.0,3734.0
15033.0,United Kingdom,250,34438.0,34188.0
16422.0,United Kingdom,222,38514.0,38292.0
16241.0,United Kingdom,357,6094.0,5737.0
,United Kingdom,-1,0.0,1.0
15491.0,United Kingdom,321,76503.0,76182.0
15122.0,United Kingdom,236,39704.0,39468.0
,United Kingdom,15,3303.0,3288.0
12826.0,United Kingdom,266,21272.0,21006.0
17841.0,United Kingdom,-4,-588.0,-584.0
16145.0,United Kingdom,-10,-165.0,-155.0
,United Kingdom,2,0.0,-2.0
14709.0,United Kingdom,160,3113.0,2953.0
13509.0,United Kingdom,135,981.0,846.0
16353.0,United Kingdom,48,2376.0,2328.0
12364.0,Belgium,555,62392.0,61837.0
,United Kingdom,-162,0.0,162.0
14970.0,United Kingdom,50,3375.0,3325.0
16746.0,United Kingdom,93,3012.0,2919.0
,United Kingdom,4,59.0,55.0
14148.0,United Kingdom,16,1572.0,1556.0
13320.0,United Kingdom,-18,-420.0,-402.0
13452.0,United Kingdom,1,2950.0,2949.0
13719.0,United Kingdom,108,20584.0,20476.0
,United Kingdom,355,176375.0,176020.0
12553.0,France,-12,-198.0,-186.0
14534.0,United Kingdom,52,12016.0,11964.0
16928.0,United Kingdom,236,37956.0,37720.0
,United Kingdom,12,0.0,-12.0
17348.0,United Kingdom,175,17761.0,17586.0
14456.0,United Kingdom,-1,-125.0,-124.0
13268.0,United Kingdom,226,25004.0,24778.0
16318.0,United Kingdom,199,32815.0,32616.0
13319.0,United Kingdom,224,4934.0,4710.0
12989.0,United Kingdom,-1,-21.0,-20.0
17002.0,United Kingdom,266,51306.0,51040.0
14573.0,United Kingdom,41,16583.0,16542.0
15436.0,United Kingdom,227,37027.0,36800.0
17917.0,United Kingdom,75,11955.0,11880.0
13767.0,United Kingdom,284,80628.0,80344.0
,United Kingdom,608,478589.0,477981.0
14646.0,Netherlands,288,4248.0,3960.0
14796.0,United Kingdom,572,56403.0,55831.0
15018.0,United Kingdom,95,20487.0,20392.0
12383.0,Belgium,754,60072.0,59318.0
16079.0,United Kingdom,210,31362.0,31152.0
13599.0,United Kingdom,60,9384.0,9324.0
13491.0,United Kingdom,71,18785.0,18714.0
13122.0,United Kingdom,48,1872.0,1824.0
14323.0,United Kingdom,128,30524.0,30396.0
13269.0,United Kingdom,90,977.0,887.0
14626.0,United Kingdom,315,61091.0,60776.0
13079.0,United Kingdom,6,177.0,171.0
14217.0,United Kingdom,28,9448.0,9420.0
15628.0,United Kingdom,250,31918.0,31668.0
,United Kingdom,624,410239.0,409615.0
16930.0,United Kingdom,4,118.0,114.0
17389.0,United Kingdom,-1,-375.0,-374.0
14388.0,United Kingdom,356,45894.0,45538.0
16621.0,United Kingdom,47,16285.0,16238.0
17364.0,United Kingdom,-21,-2545.0,-2524.0
15053.0,United Kingdom,257,22265.0,22008.0
17511.0,United Kingdom,-13,-1749.0,-1736.0
13488.0,United Kingdom,291,49327.0,49036.0
12518.0,Germany,188,33914.0,33726.0
13802.0,United Kingdom,-30,-507.0,-477.0
,United Kingdom,3,0.0,-3.0
12472.0,Germany,923,137643.0,136720.0
17164.0,United Kingdom,427,62713.0,62286.0
12878.0,United Kingdom,-11,-1335.0,-1324.0
15214.0,United Kingdom,402,51493.0,51091.0
14285.0,United Kingdom,293,124753.0,124460.0
17633.0,United Kingdom,-4,-150.0,-146.0
14194.0,United Kingdom,214,50812.0,50598.0
13883.0,United Kingdom,457,98041.0,97584.0
16418.0,United Kingdom,87,14591.0,14504.0
13631.0,United Kingdom,40,2500.0,2460.0
12609.0,Germany,130,32612.0,32482.0
13967.0,United Kingdom,42,807.0,765.0
17735.0,United Kingdom,528,70188.0,69660.0
,United Kingdom,-24,0.0,24.0
15867.0,United Kingdom,63,2014.0,1951.0
15898.0,United Kingdom,-2,-42.0,-40.0
18109.0,United Kingdom,54,13898.0,13844.0
17636.0,United Kingdom,182,28556.0,28374.0
16422.0,United Kingdom,-24,-156.0,-132.0
12657.0,France,259,61844.0,61585.0
14796.0,United Kingdom,434,67121.0,66687.0
14051.0,United Kingdom,214,62342.0,62128.0
13113.0,United Kingdom,-39,-11355.0,-11316.0
,United Kingdom,13,1385.0,1372.0
,United Kingdom,-16,0.0,16.0
17675.0,United Kingdom,-2,-66.0,-64.0
,United Kingdom,-1,-1354133.0,-1354132.0
,United Kingdom,1,289.0,288.0
16469.0,United Kingdom,106,18771.0,18665.0
15987.0,United Kingdom,24,936.0,912.0
12875.0,United Kingdom,1728,29376.0,27648.0
16255.0,United Kingdom,-4,-50.0,-46.0
14735.0,United Kingdom,22,897.0,875.0
14646.0,Netherlands,1728,124416.0,122688.0
16040.0,United Kingdom,175,43737.0,43562.0
15288.0,United Kingdom,66,16565.0,16499.0
17811.0,United Kingdom,99,14705.0,14606.0
14051.0,United Kingdom,240,9582.0,9342.0
14390.0,United Kingdom,-1,-595.0,-594.0
14911.0,EIRE,239,6160.0,5921.0
17377.0,United Kingdom,144,21658.0,21514.0
13435.0,United Kingdom,-1,-415.0,-414.0
18259.0,United Kingdom,116,3763.0,3647.0
17469.0,United Kingdom,172,4418.0,4246.0
,United Kingdom,-5,0.0,5.0
13193.0,United Kingdom,50,11788.0,11738.0
17770.0,United Kingdom,231,60317.0,60086.0
,United Kingdom,398,195326.0,194928.0
12473.0,Germany,-1,-4046.0,-4045.0
13782.0,United Kingdom,96,17006.0,16910.0
14560.0,United Kingdom,41,6238.0,6197.0
15201.0,United Kingdom,-4,-198.0,-194.0
15152.0,United Kingdom,-3,-384.0,-381.0
16187.0,United Kingdom,300,45992.0,45692.0
13358.0,United Kingdom,285,43903.0,43618.0
12748.0,United Kingdom,84,13544.0,13460.0
15311.0,United Kingdom,518,6270.0,5752.0
12749.0,United Kingdom,812,186643.0,185831.0
14371.0,United Kingdom,34,1005.0,971.0
12483.0,Sweden,163,30945.0,30782.0
16811.0,United Kingdom,84,2323.0,2239.0
15856.0,United Kingdom,266,74122.0,73856.0
14329.0,United Kingdom,-4,-675.0,-671.0
12753.0,Japan,-45,-1098.0,-1053.0
17841.0,United Kingdom,321,51105.0,50784.0
18172.0,United Kingdom,154,33572.0,33418.0
13213.0,United Kingdom,182,32048.0,31866.0
,United Kingdom,-30,0.0,30.0
13324.0,United Kingdom,560,68412.0,67852.0
13319.0,United Kingdom,175,37384.0,37209.0
,United Kingdom,1,0.0,-1.0
17669.0,United Kingdom,338,6195.0,5857.0
18225.0,United Kingdom,160,33028.0,32868.0
18077.0,United Kingdom,166,33586.0,33420.0
13247.0,United Kingdom,78,858.0,780.0
15345.0,United Kingdom,81,39354.0,39273.0
,United Kingdom,-5,0.0,5.0
12584.0,Italy,-1,-495.0,-494.0
14547.0,United Kingdom,700,111708.0,111008.0
16671.0,United Kingdom,656,138288.0,137632.0
15640.0,United Kingdom,364,88686.0,88322.0
,United Kingdom,-9,0.0,9.0
,United Kingdom,84,0.0,-84.0
17757.0,United Kingdom,153,20669.0,20516.0
15125.0,United Kingdom,124,2138.0,2014.0
14387.0,United Kingdom,388,84082.0,83694.0
15281.0,United Kingdom,32,1044.0,1012.0
15912.0,United Kingdom,66,14149.0,14083.0
15022.0,United Kingdom,1,3995.0,3994.0
17783.0,United Kingdom,53,11241.0,11188.0
17671.0,United Kingdom,248,47416.0,47168.0
13493.0,Switzerland,66,17935.0,17869.0
18013.0,United Kingdom,24,1008.0,984.0
12465.0,Belgium,294,44094.0,43800.0
12521.0,Germany,309,59968.0,59659.0
16457.0,United Kingdom,140,20836.0,20696.0
13319.0,United Kingdom,-2,-717.0,-715.0
14810.0,United Kingdom,84,18044.0,17960.0
17920.0,United Kingdom,66,18778.0,18712.0
,United Kingdom,-103,0.0,103.0
13097.0,United Kingdom,90,3049.0,2959.0
17790.0,United Kingdom,40,12425.0,12385.0
,United Kingdom,6,750.0,744.0
18241.0,United Kingdom,70,11754.0,11684.0
16389.0,United Kingdom,773,30336.0,29563.0
,United Kingdom,1043,47004.0,45961.0
16333.0,United Kingdom,3840,57270.0,53430.0
15039.0,United Kingdom,172,37788.0,37616.0
12931.0,United Kingdom,20,330.0,310.0
14527.0,United Kingdom,49,20928.0,20879.0
15701.0,United Kingdom,151,25513.0,25362.0
,United Kingdom,570,179996.0,179426.0
14732.0,United Kingdom,156,3065.0,2909.0
,United Kingdom,5,1375.0,1370.0
12681.0,France,110,29186.0,29076.0
14198.0,United Kingdom,-2,-99.0,-97.0
,United Kingdom,148,86972.0,86824.0
12971.0,United Kingdom,28,1146.0,1118.0
14623.0,United Kingdom,-2,-199.0,-197.0
15101.0,United Kingdom,207,21525.0,21318.0
,United Kingdom,46,0.0,-46.0
12967.0,United Kingdom,-1,-2995.0,-2994.0
12520.0,Germany,340,58841.0,58501.0
14156.0,EIRE,-672,-25488.0,-24816.0
14233.0,United Kingdom,47,10085.0,10038.0
,United Kingdom,36,0.0,-36.0
13047.0,United Kingdom,1,495.0,494.0
17374.0,United Kingdom,29,19195.0,19166.0
13758.0,United Kingdom,152,4224.0,4072.0
,United Kingdom,48,6675.0,6627.0
14606.0,United Kingdom,56,14284.0,14228.0
14735.0,United Kingdom,66,2763.0,2697.0
18044.0,United Kingdom,163,24592.0,24429.0
12997.0,United Kingdom,185,30292.0,30107.0
15140.0,United Kingdom,283,44615.0,44332.0
12504.0,Germany,-3,-3265.0,-3262.0
15319.0,United Kingdom,175,2045.0,1870.0
,United Kingdom,75,2035.0,1960.0
15416.0,United Kingdom,392,83999.0,83607.0
13426.0,United Kingdom,-1,-762.0,-761.0
16033.0,United Kingdom,163,44114.0,43951.0
12526.0,Germany,318,5203.0,4885.0
,United Kingdom,2,339.0,337.0
13705.0,United Kingdom,103,31814.0,31711.0
16225.0,United Kingdom,176,32691.0,32515.0
14676.0,United Kingdom,396,22344.0,21948.0
15453.0,United Kingdom,146,18986.0,18840.0
,United Kingdom,-53,0.0,53.0
12384.0,Switzerland,64,29258.0,29194.0
16678.0,United Kingdom,250,3012.0,2762.0
14794.0,United Kingdom,158,20486.0,20328.0
14508.0,United Kingdom,61,13886.0,13825.0
15078.0,United Kingdom,24,504.0,480.0
,United Kingdom,96,0.0,-96.0
15572.0,United Kingdom,207,43013.0,42806.0
15464.0,United Kingdom,350,104885.0,104535.0
,United Kingdom,-342,0.0,342.0
17267.0,United Kingdom,155,31102.0,30947.0
13983.0,United Kingdom,2,2900.0,2898.0
17448.0,United Kingdom,-1,-428763.0,-428762.0
12925.0,United Kingdom,258,36831.0,36573.0
16013.0,United Kingdom,158,6261.0,6103.0
16592.0,United Kingdom,12,252.0,240.0
12579.0,France,-6,-117.0,-111.0
,United Kingdom,-2,0.0,2.0
12681.0,France,268,41528.0,41260.0
13637.0,United Kingdom,55,12565.0,12510.0
14527.0,United Kingdom,35,1607.0,1572.0
13515.0,United Kingdom,180,2034.0,1854.0
12471.0,Germany,148,20862.0,20714.0
14157.0,United Kingdom,85,15571.0,15486.0
16488.0,United Kingdom,170,21906.0,21736.0
18231.0,United Kingdom,-13,-171.0,-158.0
17442.0,United Kingdom,-1,-495.0,-494.0
17841.0,United Kingdom,-5,-615.0,-610.0
16029.0,United Kingdom,552,87816.0,87264.0
13495.0,United Kingdom,268,6598.0,6330.0
15147.0,United Kingdom,-3,-1485.0,-1482.0
15854.0,United Kingdom,52,3094.0,3042.0
,United Kingdom,-104,0.0,104.0
16684.0,United Kingdom,5880,654912.0,649032.0
17719.0,United Kingdom,-3,-1008.0,-1005.0
17663.0,United Kingdom,103,21147.0,21044.0
15858.0,United Kingdom,95,19101.0,19006.0
14910.0,United Kingdom,-7,-1045.0,-1038.0
13798.0,United Kingdom,516,82268.0,81752.0
12980.0,United Kingdom,56,7908.0,7852.0
,United Kingdom,37,28174.0,28137.0
12610.0,Italy,169,2482.0,2313.0
13772.0,United Kingdom,86,22842.0,22756.0
,United Kingdom,14,0.0,-14.0
12947.0,United Kingdom,48,408.0,360.0
13404.0,United Kingdom,12,3468.0,3456.0
13460.0,United Kingdom,197,10746.0,10549.0
14397.0,United Kingdom,32,5312.0,5280.0
12937.0,United Kingdom,76,2108.0,2032.0
15906.0,United Kingdom,217,59049.0,58832.0
16950.0,United Kingdom,32,1720.0,1688.0
17133.0,United Kingdom,728,143712.0,142984.0
,United Kingdom,12,468.0,456.0
14778.0,United Kingdom,165,39681.0,39516.0
16644.0,United Kingdom,75,11137.0,11062.0
17038.0,United Kingdom,28,1124.0,1096.0
16029.0,United Kingdom,-1,-150.0,-149.0
,United Kingdom,752,0.0,-752.0
14533.0,United Kingdom,1976,3268.0,1292.0
12584.0,Italy,45,20045.0,20000.0
17841.0,United Kingdom,162,36648.0,36486.0
17119.0,United Kingdom,-7,-133.0,-126.0
,United Kingdom,4,0.0,-4.0
17027.0,United Kingdom,6,132.0,126.0
13983.0,United Kingdom,13,1297.0,1284.0
13958.0,United Kingdom,-23,-10245.0,-10222.0
14251.0,United Kingdom,186,34614.0,34428.0
14502.0,United Kingdom,128,21707.0,21579.0
18198.0,United Kingdom,-144,-2376.0,-2232.0
14390.0,United Kingdom,239,56441.0,56202.0
17284.0,United Kingdom,124,15844.0,15720.0
16814.0,United Kingdom,159,34215.0,34056.0
17857.0,United Kingdom,300,5850.0,5550.0
12682.0,France,101,2454.0,2353.0
,United Kingdom,44,0.0,-44.0
15078.0,United Kingdom,264,5442.0,5178.0
17341.0,United Kingdom,10,145.0,135.0
14157.0,United Kingdom,199,27717.0,27518.0
13102.0,United Kingdom,174,24546.0,24372.0
14462.0,United Kingdom,115,23239.0,23124.0
14121.0,United Kingdom,694,77116.0,76422.0
,United Kingdom,18,787.0,769.0
12645.0,Germany,240,4296.0,4056.0
16729.0,United Kingdom,459,60473.0,60014.0
13394.0,United Kingdom,280,30274.0,29994.0
12724.0,France,75,20824.0,20749.0
16360.0,United Kingdom,393,53037.0,52644.0
15240.0,United Kingdom,234,33717.0,33483.0
16475.0,United Kingdom,92,914.0,822.0
15376.0,United Kingdom,375,65417.0,65042.0
16019.0,United Kingdom,60,30332.0,30272.0
,United Kingdom,691,340194.0,339503.0
15311.0,United Kingdom,369,61016.0,60647.0
13599.0,United Kingdom,70,442.0,372.0
15856.0,United Kingdom,32,816.0,784.0
,United Kingdom,-1,-8273.0,-8272.0
14049.0,United Kingdom,-13,-3055.0,-3042.0
,United Kingdom,-70,0.0,70.0
14825.0,United Kingdom,175,24134.0,23959.0
18246.0,United Kingdom,96,3632.0,3536.0
14875.0,United Kingdom,100,3620.0,3520.0
14911.0,EIRE,49,1474.0,1425.0
12427.0,Germany,-288,-6048.0,-5760.0
18181.0,United Kingdom,146,3828.0,3682.0
13694.0,United Kingdom,100,1450.0,1350.0
17447.0,United Kingdom,93,16905.0,16812.0
17135.0,United Kingdom,369,20506.0,20137.0
17110.0,United Kingdom,50,1633.0,1583.0
,United Kingdom,-1,-5693.0,-5692.0
17663.0,United Kingdom,-3,-669.0,-666.0
13610.0,United Kingdom,49,11055.0,11006.0
15095.0,United Kingdom,-2,-59.0,-57.0
17735.0,United Kingdom,263,56247.0,55984.0
16306.0,United Kingdom,-2,-51.0,-49.0
16424.0,United Kingdom,-6,-510.0,-504.0
,United Kingdom,1,11669.0,11668.0
16203.0,United Kingdom,104,2146.0,2042.0
17757.0,United Kingdom,55,16675.0,16620.0
17675.0,United Kingdom,600,153276.0,152676.0
15194.0,United Kingdom,-1,-395.0,-394.0
,United Kingdom,-324,0.0,324.0
17920.0,United Kingdom,131,25554.0,25423.0
12935.0,United Kingdom,325,43163.0,42838.0
15443.0,United Kingdom,182,43771.0,43589.0
,United Kingdom,48,35905.0,35857.0
13238.0,United Kingdom,104,2277.0,2173.0
14329.0,United Kingdom,-1,-165.0,-164.0
14049.0,United Kingdom,-11,-1202.0,-1191.0
15696.0,United Kingdom,77,37895.0,37818.0
13162.0,United Kingdom,317,38285.0,37968.0
16889.0,United Kingdom,365,52305.0,51940.0
12748.0,United Kingdom,4,494.0,490.0
16076.0,United Kingdom,309,32547.0,32238.0
18092.0,United Kingdom,64,2214.0,2150.0
14443.0,United Kingdom,-2,-167.0,-165.0
14198.0,United Kingdom,-4,-82.0,-78.0
,United Kingdom,-60,0.0,60.0
15107.0,United Kingdom,2,1495.0,1493.0
16931.0,United Kingdom,100,21261.0,21161.0
18231.0,United Kingdom,253,42925.0,42672.0
14194.0,United Kingdom,118,28212.0,28094.0
,United Kingdom,-3,0.0,3.0
12465.0,Belgium,185,30125.0,29940.0
14747.0,United Kingdom,84,3282.0,3198.0
12455.0,Spain,33,7856.0,7823.0
13047.0,United Kingdom,226,55058.0,54832.0
18196.0,United Kingdom,241,45078.0,44837.0
17062.0,United Kingdom,163,17964.0,17801.0
16214.0,United Kingdom,34,2067.0,2033.0
,United Kingdom,-430,0.0,430.0
15344.0,United Kingdom,-8,-5746.0,-5738.0
15189.0,United Kingdom,40,3000.0,2960.0
,United Kingdom,-3,0.0,3.0
17463.0,United Kingdom,417,70951.0,70534.0
14289.0,United Kingdom,40,1473.0,1433.0
13951.0,United Kingdom,175,30349.0,30174.0
14911.0,EIRE,78,2069.0,1991.0
12584.0,Italy,-12,-10825.0,-10813.0
17381.0,United Kingdom,408,35904.0,35496.0
12931.0,United Kingdom,1280,16964.0,15684.0
14178.0,United Kingdom,218,19874.0,19656.0
12784.0,Portugal,2,560.0,558.0
17874.0,United Kingdom,4,60.0,56.0
15894.0,United Kingdom,115,15674.0,15559.0
12598.0,France,2,360.0,358.0
13563.0,United Kingdom,146,31088.0,30942.0
15527.0,United Kingdom,117,3589.0,3472.0
15201.0,United Kingdom,-214,-25779.0,-25565.0
12599.0,France,216,20186.0,19970.0
17564.0,United Kingdom,43,12434.0,12391.0
15275.0,United Kingdom,498,61514.0,61016.0
15227.0,United Kingdom,208,25175.0,24967.0
17233.0,United Kingdom,131,19088.0,18957.0
17961.0,United Kingdom,1,335.0,334.0
